id;Город;Тематика - группа;Тематика;Наименование;Короткое наименование;Род деятельности;Основной телефон;classic;min;max;vip;min;max;auto;min;max;travel;min;max;home;min;max;shopping;min;max;health;min;max;Район;Адрес;Телефон;Время работы;www;email;Описание
1461;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Запаска»;Запаска;сеть магазинов;;3%, кроме грузовых;3.00;3.00;5%, кроме грузовых;5.00;5.00;5%, кроме грузовых;5.00;5.00;;;;;;;;;;;;;Железнодорожный;ул. Фабричная, 55;(383) 223-14-52;09.00 - 20.00, 10.00 - 17.00  в выходные и праздники.;www.sibzapaska.ru;zapaska.nsk@mail.ru;Автошины импортные и отечественные, на грузовые, легковые, сельхоз и спецтехнику. Диски литые и штампованные. Аккумуляторы и автокамеры. Оптом и в розницу.
1461;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Запаска»;Запаска;сеть магазинов;;3%, кроме грузовых;3.00;3.00;5%, кроме грузовых;5.00;5.00;5%, кроме грузовых;5.00;5.00;;;;;;;;;;;;;Кировский;ул. Немировича - Данченко, 123;(383) 314-69-94;09.00 - 20.00, 10.00 - 17.00  в выходные и праздники.;www.sibzapaska.ru;zapaska.nsk@mail.ru;Автошины импортные и отечественные, на грузовые, легковые, сельхоз и спецтехнику. Диски литые и штампованные. Аккумуляторы и автокамеры. Оптом и в розницу.
1461;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Запаска»;Запаска;сеть магазинов;;3%, кроме грузовых;3.00;3.00;5%, кроме грузовых;5.00;5.00;5%, кроме грузовых;5.00;5.00;;;;;;;;;;;;;Ленинский;ул. Станционная, 26;(383) 350-54-27;09.00 - 20.00, 10.00 - 17.00  в выходные и праздники.;www.sibzapaska.ru;zapaska.nsk@mail.ru;Автошины импортные и отечественные, на грузовые, легковые, сельхоз и спецтехнику. Диски литые и штампованные. Аккумуляторы и автокамеры. Оптом и в розницу.
1461;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Запаска»;Запаска;сеть магазинов;;3%, кроме грузовых;3.00;3.00;5%, кроме грузовых;5.00;5.00;5%, кроме грузовых;5.00;5.00;;;;;;;;;;;;;Калининский;ул. Курчатова, 3 корп 1;;09.00 - 20.00, 10.00 - 17.00  в выходные и праздники.;www.sibzapaska.ru;zapaska.nsk@mail.ru;Автошины импортные и отечественные, на грузовые, легковые, сельхоз и спецтехнику. Диски литые и штампованные. Аккумуляторы и автокамеры. Оптом и в розницу.
328;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Магистраль»;Магистраль;магазин;;5 %;5.00;5.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;;;;;;;;;;;;;Заельцовский;ул. Кропоткина, 199 (АЗС «Беркут»);(383) 216-47-73;08.00 - 20.00;;motoroils@ngs.ru, alexoil@ngs.ru;Широкий ассортимент автомасел, автохимия, свечи, фильтры, аккумуляторы, автомобильные аксессуары и другое.
328;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Магистраль»;Магистраль;магазин;;5 %;5.00;5.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;;;;;;;;;;;;;Заельцовский;ул. Кропоткина, 269а (АЗС «Беркут»);(383) 273-53-00;08.00 - 20.00;;motoroils@ngs.ru, alexoil@ngs.ru;Широкий ассортимент автомасел, автохимия, свечи, фильтры, аккумуляторы, автомобильные аксессуары и другое.
328;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Магистраль»;Магистраль;магазин;;5 %;5.00;5.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;;;;;;;;;;;;;Заельцовский;ул. Нарымская, 31а (АЗС «Беркут»);(383) 228-10-29;08.00 - 20.00;;motoroils@ngs.ru, alexoil@ngs.ru;Широкий ассортимент автомасел, автохимия, свечи, фильтры, аккумуляторы, автомобильные аксессуары и другое.
328;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Магистраль»;Магистраль;магазин;;5 %;5.00;5.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;;;;;;;;;;;;;Заельцовский;ул. Жуковского, 95а (АЗС «Беркут»);(383) 203-25-29;08.00 - 20.00;;motoroils@ngs.ru, alexoil@ngs.ru;Широкий ассортимент автомасел, автохимия, свечи, фильтры, аккумуляторы, автомобильные аксессуары и другое.
328;НОВОСИБИРСК;Авто;Автомагазины;Сеть магазинов «Магистраль»;Магистраль;магазин;;5 %;5.00;5.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;5% при покупке на сумму до 1000 рублей, 10% при покупке свыше 1000 рублей.;5.00;10.00;;;;;;;;;;;;;Ленинский;ул. 1-ая шоссейная, 34а;(383) 290-28-80;08.00 - 20.00;;motoroils@ngs.ru, alexoil@ngs.ru;Широкий ассортимент автомасел, автохимия, свечи, фильтры, аккумуляторы, автомобильные аксессуары и другое.
2470;НОВОСИБИРСК;Авто;Автомойки;Автомойка «Ваша Автомоечка»;Ваша Автомоечка;автомойка;(383) 299-36-24;3% автозапчасти, 10% автосервис, 10% шиномонтаж, 15% автомойка.;3.00;15.00;5% автозапчасти, 15% автосервис, 15% шиномонтаж, 20% автомойка.;5.00;20.00;5% автозапчасти, 15% автосервис, 15% шиномонтаж, 20% автомойка.;5.00;20.00;;;;;;;;;;;;;Октябрьский;ул. Б. Богаткова, 266/4;(383) 299-36-24;круглосуточно.;;;Автомойка, химчистка, полировка. Шиномонтаж, ремонт порезов, ремонт и прокатка стальных дисков.
2470;НОВОСИБИРСК;Авто;Автомойки;Автомойка «Ваша Автомоечка»;Ваша Автомоечка;автомойка;(383) 299-36-24;3% автозапчасти, 10% автосервис, 10% шиномонтаж, 15% автомойка.;3.00;15.00;5% автозапчасти, 15% автосервис, 15% шиномонтаж, 20% автомойка.;5.00;20.00;5% автозапчасти, 15% автосервис, 15% шиномонтаж, 20% автомойка.;5.00;20.00;;;;;;;;;;;;;Кировский;ул. Немировича-Данченко, 147/1;(383) 325-34-04;круглосуточно.;;;Автомойка, химчистка, полировка. Шиномонтаж, ремонт порезов, ремонт и прокатка стальных дисков.
644;НОВОСИБИРСК;Авто;Автосалоны;Компания «JUCA»;JUCA;компания;;50$ на заказ автомобиля.;0.00;0.00;100$ на заказ автомобиля.;0.00;0.00;;;;;;;;;;;;;;;;Центральный;ул. Коммунистическая, 45 (офис 45);(383) 219-03-09, Факс:(383) 218-18-62;10.00 - 18.00,  выходной - суббота, воскресенье.;www.juca.ru;chief@juca.ru;Автомобили с аукционов Японии и США в наличии и на заказ. Гарантии. Кредит. Полное сопровождение клиента. Проверка по CARFAX/AUTOCHECK
2659;НОВОСИБИРСК;Авто;Автосалоны;Компания  «РДМ-Импорт»;РДМ-Импорт;компания;(383) 359-09-09;"5% на ОСАГО и КАСКО при покупке автомобиля за наличный расчет.
100$ на покупку автомобиля под заказ. Скидка не действительна при поэтапной оплате и покупке в кредит.
20% на услуги компании в получении кредитного решения и легализации сделки. Действительна  при условии получения кредитного решения через автосалон.";5.00;20.00;"10% на ОСАГО и КАСКО при покупке автомобиля за наличный расчет.
300$ на покупку автомобиля под заказ. Скидка не действительна при поэтапной оплате и покупке в кредит.
40% на услуги компании в получении кредитного решения и легализации сделки. Действительна  при условии получения кредитного решения через автосалон.
30% на предоставление автомобиля на период ожидания
ОСАГО в подарок при покупке автомобиля в кредит";10.00;40.00;"7% на ОСАГО и КАСКО при покупке автомобиля за наличный расчет.
200$ на покупку автомобиля под заказ. Скидка не действительна при поэтапной оплате и покупке в кредит.
30% на услуги компании в получении кредитного решения и легализации сделки. Действительна  при условии получения кредитного решения через автосалон.
20% на предоставление автомобиля на время ожидания.";7.00;30.00;;;;;;;;;;;;;Дзержинский;пр-т Дзержинского, 1/1, 3 этаж;(383) 359-09-09, 32-812-32;10.00 - 18.00, суббота, воскресенье - выходной;www.rdm-import.ru;rdm-import@mail.ru;Продажа автомобилей. НАЛИЧИЕ/ЗАКАЗ. Гарантия 2 года. Кредит. Страхование КАСКО, ОСАГО, TREID-IN, СТО, Тех. Обслуживание.
941;НОВОСИБИРСК;Авто;Автошколы;Автошкола «Автолайн»;Автолайн;Автошкола;;3 %;3.00;3.00;5 %;5.00;5.00;5 %;5.00;5.00;;;;;;;;;;;;;Заельцовский;Красный проспект, 99;(383) 220-80-61, 220-98-88;09.00-19.00, 10.00 -16.00 в субботу, выходной - воскресенье.;www.avtoline-nsk.ru;avto_line@ngs.ru;Утренние, дневные, вечерние группы. Медкомиссия. Практические занятия с понедельника по воскресенье.
941;НОВОСИБИРСК;Авто;Автошколы;Автошкола «Автолайн»;Автолайн;Автошкола;;3 %;3.00;3.00;5 %;5.00;5.00;5 %;5.00;5.00;;;;;;;;;;;;;Кировский;ул. Сибиряков-Гвардейцев, 42;(383) 227-79-45;09.30-18.30, 10.00 -16.00 в субботу, выходной - воскресенье;www.avtoline-nsk.ru;avto_line@ngs.ru;Утренние, дневные, вечерние группы. Медкомиссия. Практические занятия с понедельника по воскресенье.
941;НОВОСИБИРСК;Авто;Автошколы;Автошкола «Автолайн»;Автолайн;Автошкола;;3 %;3.00;3.00;5 %;5.00;5.00;5 %;5.00;5.00;;;;;;;;;;;;;Центральный;Октябрьская, 45а;(383) 223-87-61;09.30-18.30, 10.00 -16.00 в субботу, выходной - воскресенье.;www.avtoline-nsk.ru;avto_line@ngs.ru;Утренние, дневные, вечерние группы. Медкомиссия. Практические занятия с понедельника по воскресенье.
448;НОВОСИБИРСК;Авто;АЗС;АЗС -  Беркут;Беркут;АЗС;;50 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;1 руб. с каждого литра (кроме безналичного расчета).;0.00;0.00;70 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;;;;;;;;;;;;;Калининский;ул. Ипподромская, 40;(383) 292-91-20;круглосуточно.;www.berkut.nsk.su;bercut@online.nsk.su;Бензин отличного качества дополнительной очистки.
448;НОВОСИБИРСК;Авто;АЗС;АЗС -  Беркут;Беркут;АЗС;;50 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;1 руб. с каждого литра (кроме безналичного расчета).;0.00;0.00;70 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;;;;;;;;;;;;;Заельцовский;ул. Нарымская, 31а;(383) 228-22-30;Круглосуточно.;www.berkut.nsk.su;bercut@online.nsk.su;Бензин отличного качества дополнительной очистки.
448;НОВОСИБИРСК;Авто;АЗС;АЗС -  Беркут;Беркут;АЗС;;50 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;1 руб. с каждого литра (кроме безналичного расчета).;0.00;0.00;70 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;;;;;;;;;;;;;Заельцовский;ул. Кропоткина, 269а;(383) 273-37-86;Круглосуточно.;www.berkut.nsk.su;bercut@online.nsk.su;Бензин отличного качества дополнительной очистки.
448;НОВОСИБИРСК;Авто;АЗС;АЗС -  Беркут;Беркут;АЗС;;50 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;1 руб. с каждого литра (кроме безналичного расчета).;0.00;0.00;70 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;;;;;;;;;;;;;Заельцовский;ул. Д. Ковальчук, 416;(383) 343-88-22;Круглосуточно.;www.berkut.nsk.su;bercut@online.nsk.su;Бензин отличного качества дополнительной очистки.
448;НОВОСИБИРСК;Авто;АЗС;АЗС -  Беркут;Беркут;АЗС;;50 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;1 руб. с каждого литра (кроме безналичного расчета).;0.00;0.00;70 коп. с каждого литра (кроме безналичного расчета).;0.00;0.00;;;;;;;;;;;;;Калининский;ул. Ипподромская, 52а;(383) 273-47-30;Круглосуточно.;www.berkut.nsk.su;bercut@online.nsk.su;Бензин отличного качества дополнительной очистки.
213;НОВОСИБИРСК;Авто;АЗС;АЗС «ОЛЕАНДР»;ОЛЕАНДР;АЗС;;50 копеек с каждого литра.;0.00;0.00;;;;;;;;;;;;;;;;;;;Дзержинский;ул. Техническая, 1;(383) 211-73-96;Круглосуточно.;;88@ngs.ru;АЗС оснащена немецким оборудованием Tankanlager, Salzkotten для реализации высококачественного бензина.
213;НОВОСИБИРСК;Авто;АЗС;АЗС «ОЛЕАНДР»;ОЛЕАНДР;АЗС;;50 копеек с каждого литра.;0.00;0.00;;;;;;;;;;;;;;;;;;;Дзержинский;ул. Трикотажная, 52/3;(383) 211-73-96;Круглосуточно.;;88@ngs.ru;АЗС оснащена немецким оборудованием Tankanlager, Salzkotten для реализации высококачественного бензина.
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Октябрьский;ул. Большевистская, 285;8-913-910-47-94;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Центральный;ул. Свердлова, 18;(383)292-56-62;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Кировский;ул. Немировича-Данченко, 136/1;(383)291-42-93;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Октябрьский;ул. Большевистская,131/1;8-913-927-19-34;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Кировский;ул. Ватутина, 89;(383)292-10-03;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
3099;НОВОСИБИРСК;Авто;АЗС;Сеть АЗС «Трансервис»;Трансервис;сеть АЗС;(383) 230-11-30;70 копеек с литра на все виды топлива;0.00;0.00;1 рубль с литра на все виды топлива;0.00;0.00;;;;;;;;;;;;;;;;Кировский;ул. Немировича-Данченко, 145а;(383)291-35-41;круглосуточно;www.transervis.ru;;"Компания 'ТРАНСЕРВИС' - это крупная сеть АЗС, расположенных по всему Новосибирску. В сфере торговли нефтепродуктами мы сотрудничаем с крупнейшими нефтяными компаниями, широко известными как в России, так и за ее пределами. Вы имеете возможность заправлять Ваш автотранспорт любыми видами топлива и получать удобные услуги по автомойке. При этом компания 'ТРАНСЕРВИС' гарантирует высокое качество нефтепродуктов, соответствующих действующим ГОСТам, и удобный сервис по заправке авто.
 Дополнительные услуги:  подкачка колёс, протирка стёкол, долив воды в омыватель."
